"","POW_LGA_CODE_2021","LGAName","Occupation","NumPeople","Sex"
"443","22830","Greater Shepparton","Technicians and Trades Workers",651,"F"
"444","22830","Greater Shepparton","Community and Personal Service Workers",2823,"F"
"445","22830","Greater Shepparton","Clerical and Administrative Workers",2923,"F"
"446","22830","Greater Shepparton","Sales Workers",1772,"F"
"447","22830","Greater Shepparton","Machinery Operators and Drivers",177,"F"
"448","22830","Greater Shepparton","Labourers",1596,"F"
"449","22910","Hepburn","Managers",612,"M"
"450","22910","Hepburn","Professionals",372,"M"
"451","22910","Hepburn","Technicians and Trades Workers",571,"M"
"452","22910","Hepburn","Community and Personal Service Workers",173,"M"
"453","22910","Hepburn","Clerical and Administrative Workers",83,"M"
"454","22910","Hepburn","Sales Workers",149,"M"
"455","22910","Hepburn","Machinery Operators and Drivers",152,"M"
"456","22910","Hepburn","Labourers",325,"M"
"457","22910","Hepburn","Managers",438,"F"
"458","22910","Hepburn","Professionals",597,"F"
"459","22910","Hepburn","Technicians and Trades Workers",182,"F"
"460","22910","Hepburn","Community and Personal Service Workers",586,"F"
"461","22910","Hepburn","Clerical and Administrative Workers",407,"F"
"462","22910","Hepburn","Sales Workers",280,"F"
"463","22910","Hepburn","Machinery Operators and Drivers",13,"F"
"464","22910","Hepburn","Labourers",296,"F"
"465","22980","Hindmarsh","Managers",413,"M"
"466","22980","Hindmarsh","Professionals",82,"M"
"467","22980","Hindmarsh","Technicians and Trades Workers",163,"M"
"468","22980","Hindmarsh","Community and Personal Service Workers",21,"M"
"469","22980","Hindmarsh","Clerical and Administrative Workers",23,"M"
"470","22980","Hindmarsh","Sales Workers",39,"M"
"471","22980","Hindmarsh","Machinery Operators and Drivers",181,"M"
"472","22980","Hindmarsh","Labourers",231,"M"
"473","22980","Hindmarsh","Managers",158,"F"
"474","22980","Hindmarsh","Professionals",244,"F"
"475","22980","Hindmarsh","Technicians and Trades Workers",38,"F"
"476","22980","Hindmarsh","Community and Personal Service Workers",199,"F"
"477","22980","Hindmarsh","Clerical and Administrative Workers",157,"F"
"478","22980","Hindmarsh","Sales Workers",69,"F"
"479","22980","Hindmarsh","Machinery Operators and Drivers",20,"F"
"480","22980","Hindmarsh","Labourers",138,"F"
"481","23110","Hobsons Bay","Managers",3218,"M"
"482","23110","Hobsons Bay","Professionals",2848,"M"
"483","23110","Hobsons Bay","Technicians and Trades Workers",4906,"M"
"484","23110","Hobsons Bay","Community and Personal Service Workers",1051,"M"
"485","23110","Hobsons Bay","Clerical and Administrative Workers",1208,"M"
"486","23110","Hobsons Bay","Sales Workers",1177,"M"
"487","23110","Hobsons Bay","Machinery Operators and Drivers",4171,"M"
"488","23110","Hobsons Bay","Labourers",2641,"M"
"489","23110","Hobsons Bay","Managers",1334,"F"
"490","23110","Hobsons Bay","Professionals",3412,"F"
"491","23110","Hobsons Bay","Technicians and Trades Workers",767,"F"
"492","23110","Hobsons Bay","Community and Personal Service Workers",2686,"F"
"493","23110","Hobsons Bay","Clerical and Administrative Workers",2833,"F"
"494","23110","Hobsons Bay","Sales Workers",1717,"F"
"495","23110","Hobsons Bay","Machinery Operators and Drivers",767,"F"
"496","23110","Hobsons Bay","Labourers",1157,"F"
"497","23190","Horsham","Managers",995,"M"
"498","23190","Horsham","Professionals",592,"M"
"499","23190","Horsham","Technicians and Trades Workers",1086,"M"
"500","23190","Horsham","Community and Personal Service Workers",325,"M"
"501","23190","Horsham","Clerical and Administrative Workers",202,"M"
"502","23190","Horsham","Sales Workers",358,"M"
"503","23190","Horsham","Machinery Operators and Drivers",530,"M"
"504","23190","Horsham","Labourers",624,"M"
"505","23190","Horsham","Managers",522,"F"
"506","23190","Horsham","Professionals",1251,"F"
"507","23190","Horsham","Technicians and Trades Workers",241,"F"
"508","23190","Horsham","Community and Personal Service Workers",914,"F"
"509","23190","Horsham","Clerical and Administrative Workers",917,"F"
"510","23190","Horsham","Sales Workers",593,"F"
"511","23190","Horsham","Machinery Operators and Drivers",50,"F"
"512","23190","Horsham","Labourers",386,"F"
"513","23270","Hume","Managers",8568,"M"
"514","23270","Hume","Professionals",7582,"M"
"515","23270","Hume","Technicians and Trades Workers",14026,"M"
"516","23270","Hume","Community and Personal Service Workers",3375,"M"
"517","23270","Hume","Clerical and Administrative Workers",5159,"M"
"518","23270","Hume","Sales Workers",3513,"M"
"519","23270","Hume","Machinery Operators and Drivers",12290,"M"
"520","23270","Hume","Labourers",8334,"M"
"521","23270","Hume","Managers",3789,"F"
"522","23270","Hume","Professionals",8116,"F"
"523","23270","Hume","Technicians and Trades Workers",1761,"F"
"524","23270","Hume","Community and Personal Service Workers",7443,"F"
"525","23270","Hume","Clerical and Administrative Workers",8989,"F"
"526","23270","Hume","Sales Workers",5295,"F"
"527","23270","Hume","Machinery Operators and Drivers",1604,"F"
"528","23270","Hume","Labourers",3602,"F"
"529","23350","Indigo","Managers",684,"M"
"530","23350","Indigo","Professionals",310,"M"
"531","23350","Indigo","Technicians and Trades Workers",515,"M"
"532","23350","Indigo","Community and Personal Service Workers",181,"M"
"533","23350","Indigo","Clerical and Administrative Workers",76,"M"
"534","23350","Indigo","Sales Workers",119,"M"
"535","23350","Indigo","Machinery Operators and Drivers",318,"M"
"536","23350","Indigo","Labourers",493,"M"
"537","23350","Indigo","Managers",417,"F"
"538","23350","Indigo","Professionals",530,"F"
"539","23350","Indigo","Technicians and Trades Workers",160,"F"
"540","23350","Indigo","Community and Personal Service Workers",551,"F"
"541","23350","Indigo","Clerical and Administrative Workers",341,"F"
"542","23350","Indigo","Sales Workers",252,"F"
"543","23350","Indigo","Machinery Operators and Drivers",38,"F"
"544","23350","Indigo","Labourers",353,"F"
"545","23430","Kingston (Vic.)","Managers",8342,"M"
"546","23430","Kingston (Vic.)","Professionals",6363,"M"
"547","23430","Kingston (Vic.)","Technicians and Trades Workers",10715,"M"
"548","23430","Kingston (Vic.)","Community and Personal Service Workers",2190,"M"
"549","23430","Kingston (Vic.)","Clerical and Administrative Workers",2835,"M"
"550","23430","Kingston (Vic.)","Sales Workers",3789,"M"
"551","23430","Kingston (Vic.)","Machinery Operators and Drivers",6122,"M"
"552","23430","Kingston (Vic.)","Labourers",5616,"M"
"553","23430","Kingston (Vic.)","Managers",4310,"F"
"554","23430","Kingston (Vic.)","Professionals",7761,"F"
"555","23430","Kingston (Vic.)","Technicians and Trades Workers",1770,"F"
"556","23430","Kingston (Vic.)","Community and Personal Service Workers",5791,"F"
"557","23430","Kingston (Vic.)","Clerical and Administrative Workers",7222,"F"
"558","23430","Kingston (Vic.)","Sales Workers",4912,"F"
"559","23430","Kingston (Vic.)","Machinery Operators and Drivers",1196,"F"
"560","23430","Kingston (Vic.)","Labourers",3154,"F"
"561","23670","Knox","Managers",6903,"M"
"562","23670","Knox","Professionals",6074,"M"
"563","23670","Knox","Technicians and Trades Workers",9099,"M"
"564","23670","Knox","Community and Personal Service Workers",1619,"M"
"565","23670","Knox","Clerical and Administrative Workers",2489,"M"
"566","23670","Knox","Sales Workers",2892,"M"
"567","23670","Knox","Machinery Operators and Drivers",4634,"M"
"568","23670","Knox","Labourers",4379,"M"
"569","23670","Knox","Managers",3521,"F"
"570","23670","Knox","Professionals",7406,"F"
"571","23670","Knox","Technicians and Trades Workers",1642,"F"
"572","23670","Knox","Community and Personal Service Workers",5128,"F"
"573","23670","Knox","Clerical and Administrative Workers",7252,"F"
"574","23670","Knox","Sales Workers",3906,"F"
"575","23670","Knox","Machinery Operators and Drivers",1178,"F"
"576","23670","Knox","Labourers",2544,"F"
"577","23810","Latrobe (Vic.)","Managers",1976,"M"
"578","23810","Latrobe (Vic.)","Professionals",2178,"M"
"579","23810","Latrobe (Vic.)","Technicians and Trades Workers",4527,"M"
"580","23810","Latrobe (Vic.)","Community and Personal Service Workers",1139,"M"
"581","23810","Latrobe (Vic.)","Clerical and Administrative Workers",953,"M"
"582","23810","Latrobe (Vic.)","Sales Workers",1067,"M"
"583","23810","Latrobe (Vic.)","Machinery Operators and Drivers",2229,"M"
"584","23810","Latrobe (Vic.)","Labourers",2136,"M"
"585","23810","Latrobe (Vic.)","Managers",1324,"F"
"586","23810","Latrobe (Vic.)","Professionals",4044,"F"
"587","23810","Latrobe (Vic.)","Technicians and Trades Workers",785,"F"
"588","23810","Latrobe (Vic.)","Community and Personal Service Workers",3386,"F"
"589","23810","Latrobe (Vic.)","Clerical and Administrative Workers",3752,"F"
"590","23810","Latrobe (Vic.)","Sales Workers",2020,"F"
"591","23810","Latrobe (Vic.)","Machinery Operators and Drivers",200,"F"
"592","23810","Latrobe (Vic.)","Labourers",1210,"F"
"593","23940","Loddon","Managers",702,"M"
"594","23940","Loddon","Professionals",90,"M"
"595","23940","Loddon","Technicians and Trades Workers",161,"M"
"596","23940","Loddon","Community and Personal Service Workers",38,"M"
"597","23940","Loddon","Clerical and Administrative Workers",43,"M"
"598","23940","Loddon","Sales Workers",41,"M"
"599","23940","Loddon","Machinery Operators and Drivers",205,"M"
"600","23940","Loddon","Labourers",278,"M"
"601","23940","Loddon","Managers",302,"F"
"602","23940","Loddon","Professionals",206,"F"
"603","23940","Loddon","Technicians and Trades Workers",40,"F"
"604","23940","Loddon","Community and Personal Service Workers",137,"F"
"605","23940","Loddon","Clerical and Administrative Workers",157,"F"
"606","23940","Loddon","Sales Workers",93,"F"
"607","23940","Loddon","Machinery Operators and Drivers",24,"F"
"608","23940","Loddon","Labourers",148,"F"
"609","24130","Macedon Ranges","Managers",1209,"M"
"610","24130","Macedon Ranges","Professionals",1139,"M"
"611","24130","Macedon Ranges","Technicians and Trades Workers",1823,"M"
"612","24130","Macedon Ranges","Community and Personal Service Workers",595,"M"
"613","24130","Macedon Ranges","Clerical and Administrative Workers",248,"M"
"614","24130","Macedon Ranges","Sales Workers",462,"M"
"615","24130","Macedon Ranges","Machinery Operators and Drivers",614,"M"
"616","24130","Macedon Ranges","Labourers",1003,"M"
"617","24130","Macedon Ranges","Managers",882,"F"
"618","24130","Macedon Ranges","Professionals",1924,"F"
"619","24130","Macedon Ranges","Technicians and Trades Workers",551,"F"
"620","24130","Macedon Ranges","Community and Personal Service Workers",1810,"F"
"621","24130","Macedon Ranges","Clerical and Administrative Workers",1436,"F"
"622","24130","Macedon Ranges","Sales Workers",1012,"F"
"623","24130","Macedon Ranges","Machinery Operators and Drivers",52,"F"
"624","24130","Macedon Ranges","Labourers",697,"F"
"625","24210","Manningham","Managers",2319,"M"
"626","24210","Manningham","Professionals",3023,"M"
"627","24210","Manningham","Technicians and Trades Workers",2549,"M"
"628","24210","Manningham","Community and Personal Service Workers",1442,"M"
"629","24210","Manningham","Clerical and Administrative Workers",712,"M"
"630","24210","Manningham","Sales Workers",1600,"M"
"631","24210","Manningham","Machinery Operators and Drivers",791,"M"
"632","24210","Manningham","Labourers",1433,"M"
"633","24210","Manningham","Managers",1759,"F"
"634","24210","Manningham","Professionals",4259,"F"
"635","24210","Manningham","Technicians and Trades Workers",823,"F"
"636","24210","Manningham","Community and Personal Service Workers",3828,"F"
"637","24210","Manningham","Clerical and Administrative Workers",2747,"F"
"638","24210","Manningham","Sales Workers",3046,"F"
"639","24210","Manningham","Machinery Operators and Drivers",93,"F"
"640","24210","Manningham","Labourers",857,"F"
"641","24250","Mansfield","Managers",445,"M"
"642","24250","Mansfield","Professionals",190,"M"
"643","24250","Mansfield","Technicians and Trades Workers",447,"M"
"644","24250","Mansfield","Community and Personal Service Workers",144,"M"
"645","24250","Mansfield","Clerical and Administrative Workers",53,"M"
"646","24250","Mansfield","Sales Workers",134,"M"
"647","24250","Mansfield","Machinery Operators and Drivers",207,"M"
"648","24250","Mansfield","Labourers",232,"M"
"649","24250","Mansfield","Managers",261,"F"
"650","24250","Mansfield","Professionals",438,"F"
"651","24250","Mansfield","Technicians and Trades Workers",115,"F"
"652","24250","Mansfield","Community and Personal Service Workers",367,"F"
"653","24250","Mansfield","Clerical and Administrative Workers",335,"F"
"654","24250","Mansfield","Sales Workers",270,"F"
"655","24250","Mansfield","Machinery Operators and Drivers",13,"F"
"656","24250","Mansfield","Labourers",209,"F"
"657","24330","Maribyrnong","Managers",3063,"M"
"658","24330","Maribyrnong","Professionals",4102,"M"
"659","24330","Maribyrnong","Technicians and Trades Workers",3451,"M"
"660","24330","Maribyrnong","Community and Personal Service Workers",1486,"M"
"661","24330","Maribyrnong","Clerical and Administrative Workers",1241,"M"
"662","24330","Maribyrnong","Sales Workers",1822,"M"
"663","24330","Maribyrnong","Machinery Operators and Drivers",2800,"M"
"664","24330","Maribyrnong","Labourers",2320,"M"
"665","24330","Maribyrnong","Managers",2335,"F"
"666","24330","Maribyrnong","Professionals",6150,"F"
"667","24330","Maribyrnong","Technicians and Trades Workers",869,"F"
"668","24330","Maribyrnong","Community and Personal Service Workers",3628,"F"
"669","24330","Maribyrnong","Clerical and Administrative Workers",3340,"F"
"670","24330","Maribyrnong","Sales Workers",3301,"F"
"671","24330","Maribyrnong","Machinery Operators and Drivers",477,"F"
"672","24330","Maribyrnong","Labourers",1401,"F"
"673","24410","Maroondah","Managers",3572,"M"
"674","24410","Maroondah","Professionals",3834,"M"
"675","24410","Maroondah","Technicians and Trades Workers",5627,"M"
"676","24410","Maroondah","Community and Personal Service Workers",1318,"M"
"677","24410","Maroondah","Clerical and Administrative Workers",1128,"M"
"678","24410","Maroondah","Sales Workers",2038,"M"
"679","24410","Maroondah","Machinery Operators and Drivers",2156,"M"
"680","24410","Maroondah","Labourers",2998,"M"
"681","24410","Maroondah","Managers",2045,"F"
"682","24410","Maroondah","Professionals",5775,"F"
"683","24410","Maroondah","Technicians and Trades Workers",1108,"F"
"684","24410","Maroondah","Community and Personal Service Workers",4447,"F"
"685","24410","Maroondah","Clerical and Administrative Workers",4372,"F"
"686","24410","Maroondah","Sales Workers",3392,"F"
"687","24410","Maroondah","Machinery Operators and Drivers",339,"F"
"688","24410","Maroondah","Labourers",1687,"F"
"689","24600","Melbourne","Managers",51039,"M"
"690","24600","Melbourne","Professionals",112874,"M"
"691","24600","Melbourne","Technicians and Trades Workers",21831,"M"
"692","24600","Melbourne","Community and Personal Service Workers",14988,"M"
"693","24600","Melbourne","Clerical and Administrative Workers",29745,"M"
"694","24600","Melbourne","Sales Workers",9798,"M"
"695","24600","Melbourne","Machinery Operators and Drivers",6111,"M"
"696","24600","Melbourne","Labourers",10234,"M"
"697","24600","Melbourne","Managers",39291,"F"
"698","24600","Melbourne","Professionals",99722,"F"
"699","24600","Melbourne","Technicians and Trades Workers",6815,"F"
"700","24600","Melbourne","Community and Personal Service Workers",15970,"F"
"701","24600","Melbourne","Clerical and Administrative Workers",55571,"F"
"702","24600","Melbourne","Sales Workers",11669,"F"
"703","24600","Melbourne","Machinery Operators and Drivers",1136,"F"
"704","24600","Melbourne","Labourers",6386,"F"
"705","24650","Melton","Managers",2259,"M"
"706","24650","Melton","Professionals",2294,"M"
"707","24650","Melton","Technicians and Trades Workers",4463,"M"
"708","24650","Melton","Community and Personal Service Workers",1707,"M"
"709","24650","Melton","Clerical and Administrative Workers",967,"M"
"710","24650","Melton","Sales Workers",1547,"M"
"711","24650","Melton","Machinery Operators and Drivers",3112,"M"
"712","24650","Melton","Labourers",2525,"M"
"713","24650","Melton","Managers",1393,"F"
"714","24650","Melton","Professionals",4086,"F"
"715","24650","Melton","Technicians and Trades Workers",752,"F"
"716","24650","Melton","Community and Personal Service Workers",4200,"F"
"717","24650","Melton","Clerical and Administrative Workers",3112,"F"
"718","24650","Melton","Sales Workers",2781,"F"
"719","24650","Melton","Machinery Operators and Drivers",576,"F"
"720","24650","Melton","Labourers",1130,"F"
"721","24780","Mildura","Managers",2238,"M"
"722","24780","Mildura","Professionals",1385,"M"
"723","24780","Mildura","Technicians and Trades Workers",2461,"M"
"724","24780","Mildura","Community and Personal Service Workers",749,"M"
"725","24780","Mildura","Clerical and Administrative Workers",457,"M"
"726","24780","Mildura","Sales Workers",849,"M"
"727","24780","Mildura","Machinery Operators and Drivers",1386,"M"
"728","24780","Mildura","Labourers",1922,"M"
"729","24780","Mildura","Managers",1211,"F"
"730","24780","Mildura","Professionals",2733,"F"
"731","24780","Mildura","Technicians and Trades Workers",521,"F"
"732","24780","Mildura","Community and Personal Service Workers",2278,"F"
"733","24780","Mildura","Clerical and Administrative Workers",2175,"F"
"734","24780","Mildura","Sales Workers",1586,"F"
"735","24780","Mildura","Machinery Operators and Drivers",119,"F"
"736","24780","Mildura","Labourers",1263,"F"
"737","24850","Mitchell","Managers",1022,"M"
"738","24850","Mitchell","Professionals",771,"M"
"739","24850","Mitchell","Technicians and Trades Workers",1501,"M"
"740","24850","Mitchell","Community and Personal Service Workers",694,"M"
"741","24850","Mitchell","Clerical and Administrative Workers",246,"M"
"742","24850","Mitchell","Sales Workers",434,"M"
"743","24850","Mitchell","Machinery Operators and Drivers",761,"M"
"744","24850","Mitchell","Labourers",1022,"M"
"745","24850","Mitchell","Managers",675,"F"
"746","24850","Mitchell","Professionals",1522,"F"
"747","24850","Mitchell","Technicians and Trades Workers",393,"F"
"748","24850","Mitchell","Community and Personal Service Workers",1503,"F"
"749","24850","Mitchell","Clerical and Administrative Workers",1205,"F"
"750","24850","Mitchell","Sales Workers",897,"F"
"751","24850","Mitchell","Machinery Operators and Drivers",92,"F"
"752","24850","Mitchell","Labourers",688,"F"
"753","24900","Moira","Managers",1453,"M"
"754","24900","Moira","Professionals",486,"M"
"755","24900","Moira","Technicians and Trades Workers",1255,"M"
"756","24900","Moira","Community and Personal Service Workers",201,"M"
"757","24900","Moira","Clerical and Administrative Workers",134,"M"
"758","24900","Moira","Sales Workers",313,"M"
"759","24900","Moira","Machinery Operators and Drivers",722,"M"
"760","24900","Moira","Labourers",1164,"M"
"761","24900","Moira","Managers",712,"F"
"762","24900","Moira","Professionals",1023,"F"
"763","24900","Moira","Technicians and Trades Workers",251,"F"
"764","24900","Moira","Community and Personal Service Workers",1022,"F"
"765","24900","Moira","Clerical and Administrative Workers",944,"F"
"766","24900","Moira","Sales Workers",665,"F"
"767","24900","Moira","Machinery Operators and Drivers",70,"F"
"768","24900","Moira","Labourers",775,"F"
"769","24970","Monash","Managers",10471,"M"
"770","24970","Monash","Professionals",16044,"M"
"771","24970","Monash","Technicians and Trades Workers",10722,"M"
"772","24970","Monash","Community and Personal Service Workers",3562,"M"
"773","24970","Monash","Clerical and Administrative Workers",4654,"M"
"774","24970","Monash","Sales Workers",4139,"M"
"775","24970","Monash","Machinery Operators and Drivers",4527,"M"
"776","24970","Monash","Labourers",4533,"M"
"777","24970","Monash","Managers",6162,"F"
"778","24970","Monash","Professionals",19575,"F"
"779","24970","Monash","Technicians and Trades Workers",2674,"F"
"780","24970","Monash","Community and Personal Service Workers",7406,"F"
"781","24970","Monash","Clerical and Administrative Workers",11527,"F"
"782","24970","Monash","Sales Workers",4809,"F"
"783","24970","Monash","Machinery Operators and Drivers",831,"F"
"784","24970","Monash","Labourers",2779,"F"
"785","25060","Moonee Valley","Managers",2861,"M"
"786","25060","Moonee Valley","Professionals",4199,"M"
"787","25060","Moonee Valley","Technicians and Trades Workers",3778,"M"
"788","25060","Moonee Valley","Community and Personal Service Workers",1788,"M"
"789","25060","Moonee Valley","Clerical and Administrative Workers",1495,"M"
"790","25060","Moonee Valley","Sales Workers",1659,"M"
"791","25060","Moonee Valley","Machinery Operators and Drivers",985,"M"
"792","25060","Moonee Valley","Labourers",1829,"M"
"793","25060","Moonee Valley","Managers",2028,"F"
"794","25060","Moonee Valley","Professionals",5336,"F"
"795","25060","Moonee Valley","Technicians and Trades Workers",1015,"F"
"796","25060","Moonee Valley","Community and Personal Service Workers",4240,"F"
"797","25060","Moonee Valley","Clerical and Administrative Workers",4280,"F"
"798","25060","Moonee Valley","Sales Workers",3085,"F"
"799","25060","Moonee Valley","Machinery Operators and Drivers",187,"F"
"800","25060","Moonee Valley","Labourers",972,"F"
"801","25150","Moorabool","Managers",797,"M"
"802","25150","Moorabool","Professionals",565,"M"
"803","25150","Moorabool","Technicians and Trades Workers",1188,"M"
"804","25150","Moorabool","Community and Personal Service Workers",265,"M"
"805","25150","Moorabool","Clerical and Administrative Workers",163,"M"
"806","25150","Moorabool","Sales Workers",269,"M"
"807","25150","Moorabool","Machinery Operators and Drivers",700,"M"
"808","25150","Moorabool","Labourers",679,"M"
"809","25150","Moorabool","Managers",470,"F"
"810","25150","Moorabool","Professionals",1090,"F"
"811","25150","Moorabool","Technicians and Trades Workers",290,"F"
"812","25150","Moorabool","Community and Personal Service Workers",1028,"F"
"813","25150","Moorabool","Clerical and Administrative Workers",899,"F"
"814","25150","Moorabool","Sales Workers",626,"F"
"815","25150","Moorabool","Machinery Operators and Drivers",74,"F"
"816","25150","Moorabool","Labourers",467,"F"
"817","25250","Moreland","Managers",3157,"M"
"818","25250","Moreland","Professionals",4442,"M"
"819","25250","Moreland","Technicians and Trades Workers",4687,"M"
"820","25250","Moreland","Community and Personal Service Workers",1996,"M"
"821","25250","Moreland","Clerical and Administrative Workers",1084,"M"
"822","25250","Moreland","Sales Workers",1690,"M"
"823","25250","Moreland","Machinery Operators and Drivers",1843,"M"
"824","25250","Moreland","Labourers",2334,"M"
"825","25250","Moreland","Managers",2115,"F"
"826","25250","Moreland","Professionals",6557,"F"
"827","25250","Moreland","Technicians and Trades Workers",1190,"F"
"828","25250","Moreland","Community and Personal Service Workers",5052,"F"
"829","25250","Moreland","Clerical and Administrative Workers",3543,"F"
"830","25250","Moreland","Sales Workers",2177,"F"
"831","25250","Moreland","Machinery Operators and Drivers",327,"F"
"832","25250","Moreland","Labourers",1278,"F"
"833","25340","Mornington Peninsula","Managers",4304,"M"
"834","25340","Mornington Peninsula","Professionals",3815,"M"
"835","25340","Mornington Peninsula","Technicians and Trades Workers",7897,"M"
"836","25340","Mornington Peninsula","Community and Personal Service Workers",2290,"M"
"837","25340","Mornington Peninsula","Clerical and Administrative Workers",889,"M"
"838","25340","Mornington Peninsula","Sales Workers",2272,"M"
"839","25340","Mornington Peninsula","Machinery Operators and Drivers",1794,"M"
"840","25340","Mornington Peninsula","Labourers",3655,"M"
"841","25340","Mornington Peninsula","Managers",3098,"F"
"842","25340","Mornington Peninsula","Professionals",6515,"F"
"843","25340","Mornington Peninsula","Technicians and Trades Workers",1902,"F"
"844","25340","Mornington Peninsula","Community and Personal Service Workers",6867,"F"
"845","25340","Mornington Peninsula","Clerical and Administrative Workers",5030,"F"
"846","25340","Mornington Peninsula","Sales Workers",4207,"F"
"847","25340","Mornington Peninsula","Machinery Operators and Drivers",299,"F"
"848","25340","Mornington Peninsula","Labourers",2607,"F"
"849","25430","Mount Alexander","Managers",596,"M"
"850","25430","Mount Alexander","Professionals",589,"M"
"851","25430","Mount Alexander","Technicians and Trades Workers",796,"M"
"852","25430","Mount Alexander","Community and Personal Service Workers",389,"M"
"853","25430","Mount Alexander","Clerical and Administrative Workers",142,"M"
"854","25430","Mount Alexander","Sales Workers",198,"M"
"855","25430","Mount Alexander","Machinery Operators and Drivers",348,"M"
"856","25430","Mount Alexander","Labourers",809,"M"
"857","25430","Mount Alexander","Managers",426,"F"
"858","25430","Mount Alexander","Professionals",956,"F"
"859","25430","Mount Alexander","Technicians and Trades Workers",207,"F"
"860","25430","Mount Alexander","Community and Personal Service Workers",652,"F"
"861","25430","Mount Alexander","Clerical and Administrative Workers",538,"F"
"862","25430","Mount Alexander","Sales Workers",342,"F"
"863","25430","Mount Alexander","Machinery Operators and Drivers",14,"F"
"864","25430","Mount Alexander","Labourers",531,"F"
"865","25490","Moyne","Managers",1410,"M"
"866","25490","Moyne","Professionals",261,"M"
"867","25490","Moyne","Technicians and Trades Workers",664,"M"
"868","25490","Moyne","Community and Personal Service Workers",96,"M"
"869","25490","Moyne","Clerical and Administrative Workers",90,"M"
"870","25490","Moyne","Sales Workers",110,"M"
"871","25490","Moyne","Machinery Operators and Drivers",458,"M"
"872","25490","Moyne","Labourers",789,"M"
"873","25490","Moyne","Managers",683,"F"
"874","25490","Moyne","Professionals",402,"F"
"875","25490","Moyne","Technicians and Trades Workers",135,"F"
"876","25490","Moyne","Community and Personal Service Workers",394,"F"
"877","25490","Moyne","Clerical and Administrative Workers",332,"F"
"878","25490","Moyne","Sales Workers",199,"F"
"879","25490","Moyne","Machinery Operators and Drivers",28,"F"
"880","25490","Moyne","Labourers",427,"F"
"881","25620","Murrindindi","Managers",630,"M"
"882","25620","Murrindindi","Professionals",254,"M"
"883","25620","Murrindindi","Technicians and Trades Workers",582,"M"
"884","25620","Murrindindi","Community and Personal Service Workers",170,"M"
"885","25620","Murrindindi","Clerical and Administrative Workers",53,"M"
"886","25620","Murrindindi","Sales Workers",105,"M"
"887","25620","Murrindindi","Machinery Operators and Drivers",217,"M"
"888","25620","Murrindindi","Labourers",342,"M"
"889","25620","Murrindindi","Managers",394,"F"
